,Artist,Title,Song,time,date,day,year,month,listen
330,Jungle,Loving In Stereo,Fire,2021-10-07 16:34:00,2021-10-07,7,2021,10,1
331,Jungle,Loving In Stereo,Bonnie Hill,2021-10-07 16:31:00,2021-10-07,7,2021,10,1
332,Jungle,Loving In Stereo,Lifting You,2021-10-07 16:28:00,2021-10-07,7,2021,10,1
333,Jungle,Loving In Stereo,Romeo (feat. Bas),2021-10-07 16:25:00,2021-10-07,7,2021,10,1
334,Jungle,Loving In Stereo,All of the Time,2021-10-07 16:22:00,2021-10-07,7,2021,10,1
335,Jungle,Loving In Stereo,Keep Moving,2021-10-07 16:18:00,2021-10-07,7,2021,10,1
336,Jungle,Loving In Stereo,Dry Your Tears,2021-10-07 16:17:00,2021-10-07,7,2021,10,1
337,The Beach Boys,Pet Sounds,Caroline No,2021-10-07 16:15:00,2021-10-07,7,2021,10,1
338,The Beach Boys,Pet Sounds,Caroline No,2021-10-07 16:10:00,2021-10-07,7,2021,10,1
339,The Beach Boys,Pet Sounds,Pet Sounds,2021-10-07 16:08:00,2021-10-07,7,2021,10,1
340,The Beach Boys,Pet Sounds,I Just Wasn't Made for These Times,2021-10-07 16:04:00,2021-10-07,7,2021,10,1
341,The Beach Boys,Pet Sounds,Here Today,2021-10-07 16:01:00,2021-10-07,7,2021,10,1
342,The Beach Boys,Pet Sounds,I Know There's an Answer,2021-10-07 15:58:00,2021-10-07,7,2021,10,1
343,The Beach Boys,Pet Sounds,God Only Knows,2021-10-07 15:55:00,2021-10-07,7,2021,10,1
344,The Beach Boys,Pet Sounds,Sloop John B,2021-10-07 15:52:00,2021-10-07,7,2021,10,1
345,The Beach Boys,Pet Sounds,Let's Go Away for Awhile,2021-10-07 15:49:00,2021-10-07,7,2021,10,1
346,The Beach Boys,Pet Sounds,I'm Waiting for the Day,2021-10-07 15:46:00,2021-10-07,7,2021,10,1
347,The Beach Boys,Pet Sounds,Don't Talk (Put Your Head on My Shoulder),2021-10-07 15:43:00,2021-10-07,7,2021,10,1
348,The Beach Boys,Pet Sounds,That's Not Me,2021-10-07 15:41:00,2021-10-07,7,2021,10,1
349,The Beach Boys,Pet Sounds,You Still Believe in Me,2021-10-07 15:38:00,2021-10-07,7,2021,10,1
350,The Beach Boys,Pet Sounds,Wouldn't It Be Nice,2021-10-07 15:35:00,2021-10-07,7,2021,10,1
351,Prince & The Revolution,Purple Rain (Soundtrack),Purple Rain,2021-10-07 15:26:00,2021-10-07,7,2021,10,1
352,Prince & The Revolution,Purple Rain (Soundtrack),Baby I'm a Star,2021-10-07 15:21:00,2021-10-07,7,2021,10,1
353,Prince & The Revolution,Purple Rain (Soundtrack),I Would Die 4 U,2021-10-07 15:18:00,2021-10-07,7,2021,10,1
354,Prince & The Revolution,Purple Rain (Soundtrack),When Doves Cry,2021-10-07 15:12:00,2021-10-07,7,2021,10,1
355,Prince & The Revolution,Purple Rain (Soundtrack),Darling Nikki,2021-10-07 15:08:00,2021-10-07,7,2021,10,1
356,Prince & The Revolution,Purple Rain (Soundtrack),Computer Blue,2021-10-07 15:04:00,2021-10-07,7,2021,10,1
357,Prince & The Revolution,Purple Rain (Soundtrack),The Beautiful Ones,2021-10-07 14:59:00,2021-10-07,7,2021,10,1
358,Prince & The Revolution,Purple Rain (Soundtrack),Take Me With U,2021-10-07 14:55:00,2021-10-07,7,2021,10,1
359,Prince & The Revolution,Purple Rain (Soundtrack),Let's Go Crazy,2021-10-07 14:50:00,2021-10-07,7,2021,10,1
360,Anderson .Paak,Malibu,The Season / Carry Me,2021-10-06 17:53:00,2021-10-06,6,2021,10,1
361,Anderson .Paak,Malibu,The Season / Carry Me,2021-10-06 15:11:00,2021-10-06,6,2021,10,1
362,Anderson .Paak,Malibu,The Waters (feat. BJ The Chicago Kid),2021-10-06 15:08:00,2021-10-06,6,2021,10,1
363,Anderson .Paak,Malibu,Heart Don't Stand A Chance,2021-10-06 15:02:00,2021-10-06,6,2021,10,1
364,Anderson .Paak,Malibu,The Bird,2021-10-06 14:59:00,2021-10-06,6,2021,10,1
365,Anderson .Paak,Malibu,Come Down,2021-10-06 14:58:00,2021-10-06,6,2021,10,1
366,Jungle,Loving In Stereo,Can't Stop the Stars,2021-10-06 14:54:00,2021-10-06,6,2021,10,1
367,Jungle,Loving In Stereo,Goodbye My Love (feat. Priya Ragu),2021-10-06 14:51:00,2021-10-06,6,2021,10,1
368,Jungle,Loving In Stereo,Just Fly Don't Worry,2021-10-06 14:49:00,2021-10-06,6,2021,10,1
369,Jungle,Loving In Stereo,What D'You Know About Me?,2021-10-06 14:46:00,2021-10-06,6,2021,10,1
370,Jungle,Loving In Stereo,Truth,2021-10-06 14:46:00,2021-10-06,6,2021,10,1
371,Jungle,Loving In Stereo,Truth,2021-10-06 14:42:00,2021-10-06,6,2021,10,1
372,Jungle,Loving In Stereo,No Rules,2021-10-06 14:40:00,2021-10-06,6,2021,10,1
373,Jungle,Loving In Stereo,Talk About It,2021-10-06 14:36:00,2021-10-06,6,2021,10,1
374,Betty Davis,They Say I'm Different,They Say I'm Different,2021-10-05 23:27:00,2021-10-05,5,2021,10,1
375,Tyler Childers,Long Violent History,Sludge River Stomp,2021-10-05 19:32:00,2021-10-05,5,2021,10,1
376,Tyler Childers,Long Violent History,Squirrel Hunter,2021-10-05 19:28:00,2021-10-05,5,2021,10,1
377,Tyler Childers,Long Violent History,Zollie's Retreat,2021-10-05 19:26:00,2021-10-05,5,2021,10,1
378,Tyler Childers,Long Violent History,Send in the Clowns,2021-10-05 19:22:00,2021-10-05,5,2021,10,1
